Acinar cells,Cancer clone A,Cancer clone B,Ductal - APOL1 high/hypoxic,Ductal - CRISP3 high/centroacinar like,Ductal - MHC Class II,Ductal - terminal ductal like,Endocrine cells,Endothelial cells,Fibroblasts,Macrophages A,Macrophages B,Mast cells,Monocytes,RBCs,T cells & NK cells,Tuft cells,mDCs A,mDCs B,pDCs
0.07122908,0.046696633,0.053667516,0.031571265,0.16246848,0.17706275,0.3270165,0.0025288293,0.0018515697,0.0044376752,0.019389989,0.012406671,0.0035233793,0.010004128,0.004443371,0.014162902,0.02404032,0.010824116,0.014244928,0.008429902
0.023859814,0.04926746,0.038582556,0.016091194,0.6608149,0.041786317,0.06327848,0.0025021257,0.0035521958,0.0026339602,0.014542156,0.017316302,0.0017190415,0.007391958,0.0034691896,0.010880686,0.011031235,0.007519902,0.01859102,0.0051695257
0.09148427,0.027335253,0.026993413,0.0109402435,0.22215028,0.15905255,0.25211087,0.0045237923,0.006496375,0.012478515,0.041413687,0.020310033,0.004042178,0.012863521,0.007418081,0.018506117,0.026139501,0.020611638,0.024232065,0.010897589
0.10926528,0.10746766,0.052733347,0.012912261,0.34123972,0.0784928,0.14768033,0.0038116032,0.0038759308,0.007519333,0.018979978,0.02686428,0.0019202023,0.013259733,0.0061683194,0.016851038,0.021046339,0.009346667,0.0127500715,0.007815063
0.22340365,0.036171775,0.04145158,0.013675559,0.122035064,0.17031714,0.25230616,0.0017886315,0.0009651778,0.0031762978,0.03041769,0.015373659,0.0029135132,0.005026895,0.004735542,0.008716676,0.01435945,0.020302992,0.024430482,0.00843211
0.2540255,0.042318556,0.04010599,0.01034162,0.14916043,0.15815644,0.20721443,0.001962382,0.001147788,0.0036453484,0.029838847,0.017908292,0.002559512,0.006205448,0.0051783957,0.008911368,0.014630796,0.017967185,0.020878743,0.007842974
0.16322815,0.052084465,0.040848587,0.01714907,0.14444053,0.189384,0.25070667,0.0021698002,0.0012867288,0.0039424244,0.02822825,0.01729825,0.002845396,0.0066012205,0.0045707244,0.011348226,0.018145971,0.017038634,0.019831043,0.008851836
0.071969055,0.10506145,0.056997612,0.021431621,0.22115931,0.16152346,0.21326405,0.0031681238,0.0022554891,0.0045567737,0.026782962,0.020335477,0.0030026708,0.009539622,0.0047443076,0.012489157,0.019841526,0.013616257,0.019271329,0.008989762
0.01424759,0.17627616,0.0382458,0.019567091,0.34003645,0.13017188,0.10483581,0.0062992456,0.008521724,0.0074042915,0.020625878,0.027530411,0.0033129836,0.020017525,0.0040731044,0.018389516,0.027563972,0.009838227,0.014154508,0.008887815
0.0027390379,0.15744266,0.15047333,0.035095748,0.065636896,0.097738616,0.40676272,0.0022250442,0.0021125262,0.0032548213,0.0064273914,0.0058942433,0.0017191024,0.00680005,0.0014164664,0.01581322,0.022498876,0.0030770248,0.0049717315,0.007900445
0.0055862265,0.26728624,0.15623543,0.022356791,0.08977191,0.05152279,0.26895866,0.0054536373,0.0048520416,0.010593388,0.0105654085,0.012960387,0.0022984834,0.017032243,0.003144742,0.023397723,0.027406389,0.0039260723,0.0062664547,0.01038502
0.0076079885,0.38722727,0.09925093,0.013657131,0.13630582,0.052128393,0.20787941,0.0028849253,0.002436921,0.0037220055,0.00855265,0.014406845,0.0013111008,0.011288226,0.0020172924,0.01341157,0.01935242,0.0036351196,0.005737069,0.007186938
0.008557722,0.28230357,0.10506678,0.009360051,0.10351392,0.04921149,0.25012952,0.008655476,0.008577972,0.026596213,0.014030439,0.017816052,0.002299204,0.027695743,0.0043264525,0.027341258,0.03410647,0.0042771734,0.006004146,0.010130348
0.009143844,0.277567,0.13414277,0.013179456,0.124877796,0.052814573,0.22819193,0.006291542,0.006988533,0.012206132,0.012239189,0.01765508,0.0023175296,0.020589573,0.003727738,0.02450685,0.029224157,0.005352055,0.007680655,0.011303576
0.021154128,0.13832031,0.03894244,0.037199616,0.14870574,0.11386488,0.23701738,0.00617658,0.0054366547,0.011576506,0.062761925,0.03201155,0.005564019,0.02098485,0.004298109,0.017080234,0.029125754,0.022217587,0.031800065,0.015761657
0.40257117,0.034433577,0.049062382,0.026041115,0.1438403,0.0924986,0.13440986,0.0017886923,0.0008453919,0.003157564,0.023481604,0.012974425,0.0026167412,0.0036956733,0.00528619,0.006094699,0.012314233,0.014549801,0.023169639,0.0071683438
0.30230892,0.041274767,0.05855193,0.031721655,0.16957344,0.09434185,0.15959667,0.002413476,0.0012699194,0.0042423797,0.028193729,0.015612035,0.0032173065,0.0050906884,0.0065187817,0.008179144,0.014866351,0.016276753,0.027630694,0.00911951
0.343138,0.03546652,0.049661204,0.02264341,0.16497776,0.10546076,0.16487952,0.0015028872,0.0007441616,0.0027254822,0.02399632,0.012769955,0.0022081493,0.0035918686,0.0044203456,0.0057841428,0.01201482,0.01424692,0.02312985,0.0066380193
0.42016375,0.0353708,0.042090904,0.023657016,0.16414568,0.08614468,0.1159337,0.0022480371,0.0010463257,0.0040242886,0.020541003,0.01258156,0.0028302746,0.004392164,0.005870632,0.006890011,0.014661773,0.011890556,0.018888572,0.0066283215
0.28633714,0.041276015,0.06898563,0.03802274,0.16160227,0.09260239,0.16839969,0.002935885,0.001473943,0.0050753965,0.025408456,0.01416343,0.004052481,0.0055433153,0.007949726,0.009390099,0.016887395,0.014689441,0.025446419,0.0097581195
0.33264595,0.03926707,0.05576282,0.027913429,0.14102463,0.08869278,0.16271462,0.0028140508,0.0014904724,0.0055910065,0.030265834,0.016424537,0.003522708,0.005882894,0.007229844,0.009424438,0.015868254,0.016959473,0.026533347,0.00997182
0.026185669,0.083175234,0.07076517,0.04691324,0.35348082,0.08950925,0.13536786,0.0059784804,0.007805552,0.0076340623,0.022631003,0.02255531,0.0042239837,0.013665831,0.0056289416,0.020535689,0.0309142,0.013764742,0.025043184,0.014221793
0.07231218,0.096506044,0.04869781,0.023367442,0.33075655,0.11892927,0.15227458,0.004218133,0.0030740032,0.005854254,0.024176989,0.020154,0.0038438346,0.010431884,0.0052844337,0.013077733,0.023556357,0.0128044,0.021930793,0.008749282
0.039936177,0.1119006,0.054455478,0.028902154,0.21445379,0.15483898,0.26922002,0.0030893793,0.002428104,0.004785435,0.016066972,0.0135975145,0.0027854599,0.010522913,0.004238557,0.0139489705,0.02589032,0.008596728,0.012078937,0.008263492
0.035243202,0.072571985,0.05355454,0.01194734,0.26723984,0.065365285,0.3273434,0.004058266,0.005448649,0.007258086,0.0200166,0.01963072,0.003032274,0.019373398,0.0075108833,0.020627744,0.025781369,0.010217835,0.01327755,0.010501158
0.044202942,0.064831674,0.0304732,0.021671819,0.17330953,0.12812218,0.21588142,0.008904281,0.0134262275,0.016082823,0.0365458,0.03961058,0.006401426,0.061780047,0.009279048,0.031290617,0.046070233,0.019207621,0.01639519,0.016513439
0.10051264,0.06343388,0.07589493,0.015134906,0.21946259,0.10748627,0.21104833,0.0054175137,0.005467801,0.014799868,0.030114185,0.024927408,0.0041822223,0.015042802,0.0075735464,0.022112733,0.030331254,0.014386284,0.020308191,0.012362623
0.12023518,0.045483936,0.06773484,0.030379774,0.19827314,0.16549803,0.24784654,0.0023909474,0.0018280216,0.004603791,0.01974593,0.0132734515,0.0029747954,0.0062928204,0.0049317204,0.012143114,0.019954748,0.01163482,0.016627327,0.0081470935
0.21112663,0.03436815,0.07132943,0.018435407,0.17348057,0.15327448,0.12238326,0.006301012,0.00552978,0.012326374,0.032122236,0.024062125,0.005811738,0.010687074,0.011738735,0.019808903,0.025376465,0.020648437,0.027182562,0.014006656
0.21279578,0.021320973,0.036375437,0.014953655,0.4331133,0.08768178,0.045311473,0.0045548156,0.004456905,0.011178711,0.02219735,0.025116434,0.0032726172,0.0076423488,0.008300054,0.011662352,0.015122618,0.009807048,0.01960727,0.005528995
0.042486273,0.28468692,0.020718418,0.04209143,0.14784968,0.06434687,0.109978795,0.011705711,0.009892672,0.015496848,0.028005784,0.040313773,0.005329092,0.055010214,0.006910273,0.02115473,0.054485008,0.013955309,0.011693332,0.013888905
0.011095034,0.15743276,0.06671561,0.010659491,0.08292856,0.06102793,0.4110715,0.007805791,0.007041738,0.031205662,0.016783148,0.013980794,0.0028834362,0.023644613,0.0043517146,0.030877955,0.03792982,0.005469833,0.006423525,0.010671101
0.030084036,0.0267159,0.025632156,0.004672746,0.04289786,0.02072706,0.08822127,0.031796582,0.02823266,0.49313414,0.02546667,0.018741148,0.004269291,0.038459685,0.014798214,0.049318645,0.040409204,0.0039605284,0.004099196,0.008362984
0.016084492,0.17910722,0.08546124,0.012679968,0.13794182,0.06447742,0.27343696,0.010662003,0.009653215,0.05313327,0.019887378,0.018568426,0.0027923356,0.023000533,0.0052334876,0.028159698,0.03863437,0.00474978,0.0073600346,0.008976325
0.026809769,0.1169041,0.07774725,0.0102504715,0.093532324,0.047995113,0.24285413,0.01822445,0.02643906,0.0870268,0.021002252,0.025403297,0.0045719426,0.04504528,0.009946405,0.057679772,0.056751937,0.007719043,0.0073681837,0.016728416
0.0093101105,0.22185498,0.13845468,0.016171575,0.13563131,0.07706416,0.23869811,0.006135773,0.005746538,0.010667836,0.015687037,0.017224086,0.003555245,0.017806103,0.004009976,0.023913901,0.028859008,0.006537117,0.01069605,0.011976343
0.29937702,0.03995441,0.06266693,0.03391467,0.16916727,0.08723133,0.16044477,0.0027661307,0.0014785655,0.0051867305,0.028336715,0.015886314,0.003543015,0.00547911,0.007296855,0.009200684,0.015726473,0.015550441,0.02732317,0.009469376
0.27840954,0.0419116,0.060732074,0.03424206,0.17914908,0.09705336,0.17127308,0.0023205064,0.0011774905,0.0041108374,0.02736642,0.014633999,0.0031900485,0.0047974377,0.006291305,0.007986903,0.014708054,0.015114606,0.026893232,0.008638348
0.27364263,0.043068904,0.052633986,0.031322043,0.17078634,0.1074164,0.18640481,0.0021217172,0.0010723573,0.0037130485,0.027044527,0.014741684,0.003020133,0.004848995,0.005614485,0.007811701,0.014944543,0.015774265,0.025557563,0.008459949
0.30460647,0.04070358,0.057817854,0.03057609,0.16911614,0.09915355,0.16057034,0.0022246707,0.0011297498,0.0038227385,0.027474869,0.015038477,0.003047856,0.0047933115,0.006135636,0.007698241,0.014312816,0.015969936,0.027113857,0.008693794
0.29260978,0.03798959,0.053578228,0.029698012,0.16266692,0.111316934,0.17578825,0.002193507,0.00109207,0.0038540966,0.027672222,0.0143388435,0.0031744742,0.0047319154,0.005900307,0.007813822,0.014755654,0.016091904,0.02621903,0.008514468
0.3824947,0.028284248,0.036716353,0.016311593,0.117325716,0.13030523,0.17529294,0.0013817335,0.000622552,0.0026658096,0.02536258,0.01220393,0.0023674408,0.003535875,0.0043537323,0.005630163,0.011389618,0.016129585,0.021231484,0.0063948343
0.10573587,0.035923235,0.06324869,0.021256479,0.21569863,0.104077,0.33994427,0.0015123336,0.00101213,0.0027966201,0.022243224,0.011106788,0.0025235543,0.004771237,0.0035164389,0.009470365,0.013727081,0.012149084,0.022094112,0.007192814
0.08075415,0.11375683,0.067701876,0.03314967,0.1591666,0.09100281,0.31383502,0.0025766268,0.0016682958,0.0038970353,0.024854917,0.01705558,0.0027765858,0.009071219,0.0046083424,0.012043735,0.01974523,0.013173855,0.018323733,0.010837901
0.019735308,0.05760529,0.037587114,0.008630058,0.20362103,0.12409266,0.44349203,0.0016041779,0.0014423886,0.0024861684,0.01910331,0.01201481,0.0020144675,0.009023798,0.0025070133,0.011500058,0.016260296,0.008956628,0.012110934,0.0062124673
0.06046364,0.090840355,0.05123424,0.01328057,0.25322753,0.12636042,0.28378263,0.0023845625,0.0016758048,0.005209466,0.020017875,0.015490378,0.0018109662,0.011577833,0.0036844823,0.0111458795,0.02034259,0.0083752535,0.012759467,0.006336062
0.10717311,0.040361572,0.052928165,0.015064785,0.20596887,0.27200088,0.14242876,0.003232822,0.0023836005,0.0044671223,0.030908322,0.018917615,0.0038711801,0.007388125,0.005661967,0.013173024,0.018200153,0.01839264,0.028320495,0.009156823
0.12568706,0.075564735,0.13022336,0.013983635,0.16552684,0.10904431,0.20842068,0.005148398,0.004445077,0.01152593,0.01710491,0.019533016,0.0034256254,0.013156554,0.007872553,0.021545557,0.031357463,0.010484478,0.013231259,0.012718554
0.1072964,0.06006613,0.0599449,0.027289711,0.2482433,0.167748,0.15006015,0.004066694,0.0031046013,0.0066937283,0.031821523,0.022787059,0.0039951806,0.010562427,0.0061221262,0.01335421,0.022819431,0.017056586,0.0265386,0.010429289
0.049966373,0.10865052,0.055261523,0.013318111,0.21492986,0.10369598,0.32859376,0.0022689395,0.0016615699,0.003850449,0.019777535,0.017838096,0.0019364598,0.009776109,0.003478926,0.013095671,0.020587055,0.009748276,0.013257589,0.008307151
0.28514206,0.023419708,0.032469478,0.0046114153,0.06493952,0.12064854,0.23084214,0.005145937,0.0051335655,0.013797615,0.04064254,0.02733018,0.0055899764,0.01554159,0.010449851,0.0265774,0.026457524,0.027401315,0.018018413,0.015841244
0.012630737,0.21561243,0.036663033,0.029929353,0.06569429,0.07715964,0.3968448,0.005001961,0.0039534327,0.0074321064,0.016287591,0.014633908,0.0042912834,0.02308924,0.0042778975,0.022398837,0.033121888,0.009317367,0.008315123,0.013345101
0.009667655,0.30015138,0.088910915,0.010632051,0.12199925,0.044916783,0.21636863,0.0074547897,0.013844454,0.013642005,0.010025719,0.020731205,0.002456989,0.041296765,0.003949387,0.026785214,0.043370757,0.005739081,0.0057092584,0.012347756
0.00873063,0.32350352,0.052655045,0.012686464,0.13923551,0.06177646,0.2065924,0.0067887623,0.008443074,0.011382768,0.020568535,0.029077426,0.0023237702,0.025067205,0.00373499,0.024284273,0.03093216,0.008934701,0.010610206,0.012672132
0.01206977,0.26296023,0.10655974,0.0084508965,0.08855966,0.06676973,0.2862184,0.005750945,0.0061985315,0.013172294,0.014278114,0.019488044,0.002111958,0.022704579,0.0039817477,0.025102425,0.03030006,0.0063699335,0.0069937846,0.011959117
0.009860351,0.25084868,0.087530866,0.016004521,0.08552422,0.045496676,0.2666719,0.012691005,0.008394933,0.055205543,0.01681379,0.014915959,0.00400594,0.031567585,0.005721797,0.031332858,0.03775433,0.0039211074,0.006068084,0.00966987
0.010120921,0.37790376,0.092735946,0.012564943,0.10015785,0.034964453,0.15358968,0.011013122,0.011739603,0.031935997,0.0151522895,0.02466749,0.002210385,0.031541586,0.004329355,0.029047048,0.034810506,0.0044766488,0.005693565,0.011344819
0.25250137,0.052247696,0.05536205,0.030016506,0.18670458,0.101724975,0.17959835,0.0020417103,0.0011832289,0.003631099,0.029515022,0.0175452,0.0025045837,0.005288385,0.0047151702,0.008220726,0.014567863,0.016673874,0.027081106,0.008876473
0.29786107,0.038133625,0.06905102,0.035052974,0.16428532,0.096592955,0.16850603,0.0023871395,0.0011542308,0.00410819,0.024022685,0.012971717,0.0035421601,0.0047420543,0.0067929155,0.00815029,0.015075997,0.013998013,0.024898466,0.008673113
0.32231712,0.037070442,0.059915073,0.030472653,0.15101339,0.09671148,0.17019263,0.0023899542,0.0011459294,0.0042784293,0.02518864,0.01329278,0.0034872964,0.004901278,0.00680412,0.008181711,0.014982599,0.014651567,0.02433386,0.0086690895
0.44547367,0.030178873,0.04289538,0.017504718,0.119166635,0.09818546,0.14905256,0.0013077668,0.00050397124,0.002413711,0.021161541,0.010408244,0.0021282143,0.0029106708,0.0043238923,0.0047265086,0.010211333,0.012498081,0.019325329,0.0056234635
0.33275354,0.038347043,0.053137146,0.027751412,0.12426706,0.10833203,0.1967087,0.001975608,0.0008229507,0.0036396612,0.024104401,0.011399035,0.0030850274,0.004153521,0.005814387,0.0069964146,0.014322652,0.013498175,0.021164969,0.007726325
0.20156768,0.03468374,0.058183413,0.025092421,0.17978592,0.14738871,0.22795145,0.0022766076,0.0012298583,0.0041727875,0.024292532,0.012239585,0.0033423523,0.0054321615,0.0064480845,0.009442704,0.015709735,0.012711404,0.02042652,0.00762229
0.10939777,0.05805613,0.091137834,0.01860563,0.14335594,0.12446375,0.3557383,0.0013762375,0.00082319067,0.0023839446,0.017575447,0.010706837,0.0018177766,0.00442439,0.0031447008,0.007924519,0.0150478175,0.010596093,0.015829356,0.0075942883
0.09690248,0.043971796,0.081809685,0.017530171,0.20197049,0.16610886,0.27016786,0.0022911842,0.0019133994,0.0045165103,0.019840745,0.012435785,0.004112647,0.007333418,0.004892192,0.012302446,0.018580703,0.010054964,0.016276523,0.00698815
0.054978438,0.055691082,0.06553417,0.048088685,0.109271675,0.18630047,0.16298845,0.009020835,0.0060646944,0.019721974,0.06499453,0.031226998,0.008237412,0.020066105,0.009678885,0.020353522,0.03144129,0.028264256,0.04822934,0.019847104
0.040775936,0.069201924,0.09708516,0.023475485,0.29128093,0.10960347,0.23678374,0.0035300662,0.0031427003,0.006837219,0.017619152,0.0132222995,0.0029594225,0.009287971,0.004455943,0.015135728,0.023163592,0.008120964,0.015918652,0.008399597
0.056324214,0.062943004,0.048824962,0.02429865,0.17289802,0.114442214,0.3254399,0.005655713,0.0059859813,0.013460497,0.02381435,0.018487038,0.0042642183,0.016701499,0.005889938,0.024049712,0.037830938,0.012336471,0.014207938,0.012144722
0.03127369,0.09258766,0.062168397,0.020133577,0.35906678,0.096362464,0.19528219,0.002820867,0.0023365743,0.004430626,0.027238766,0.0213128,0.0021099732,0.011423988,0.0033948035,0.011024586,0.0163194,0.0108604785,0.0222518,0.007600548
0.056120686,0.08293876,0.13012412,0.017245013,0.16604371,0.119213484,0.2198181,0.0057677785,0.005087366,0.0084033925,0.025529863,0.025317851,0.004760188,0.021511277,0.0073925317,0.029537002,0.026503388,0.014272101,0.019406142,0.015007242
0.09647711,0.0492357,0.055788826,0.01937665,0.27254272,0.12950188,0.23964885,0.0018931017,0.0012123503,0.0033452602,0.03305006,0.01597251,0.0022948645,0.005500699,0.003816314,0.0084376,0.013547768,0.013701329,0.027603451,0.007052969
0.09618814,0.093292184,0.058377553,0.02295957,0.16779341,0.092812635,0.34173897,0.0021346905,0.0013514967,0.004204357,0.022227,0.015976032,0.0021742499,0.007540235,0.003947568,0.011005493,0.018635832,0.011759877,0.017035542,0.008845192
0.011769823,0.075940125,0.21751802,0.036484074,0.20027587,0.056292403,0.29201066,0.002417628,0.0021830266,0.0033769615,0.015841966,0.011627758,0.0023641677,0.007146347,0.0031520207,0.013916194,0.013653753,0.006682334,0.017743915,0.009603062
0.02240991,0.17482413,0.13463496,0.006615211,0.17430186,0.098234706,0.2662607,0.0028438854,0.0036006286,0.004599199,0.012944107,0.017037671,0.0014125257,0.00996806,0.0026440236,0.015688874,0.02356044,0.0075155376,0.011035752,0.009867816
0.0040447284,0.33519477,0.08107664,0.015191136,0.13079149,0.071654424,0.23727082,0.0037523208,0.004856725,0.004598847,0.010863277,0.015223894,0.0017200263,0.015986772,0.0020217905,0.016970843,0.025124151,0.005762665,0.008216365,0.00967835
0.013699446,0.21276902,0.07627825,0.011356784,0.079158746,0.04138612,0.2045627,0.017305752,0.017434167,0.08846931,0.028848786,0.031580903,0.003239234,0.05505639,0.0077223983,0.039974768,0.043060374,0.0066482406,0.0074622575,0.013986377
0.012837854,0.17089796,0.09251514,0.00643619,0.082121365,0.050653014,0.2411767,0.015844764,0.019226542,0.084740825,0.023047406,0.026730077,0.003096863,0.045130987,0.0068281423,0.046641506,0.045498647,0.006066967,0.0066374023,0.0138716865
0.030506717,0.063256934,0.059728067,0.0072405045,0.09431446,0.04224263,0.090734765,0.03120526,0.062195424,0.2579033,0.023070984,0.03171358,0.004645508,0.0511443,0.01281505,0.055817463,0.055685,0.0063426206,0.0064954255,0.012942013
0.35726896,0.03185747,0.044321775,0.021719912,0.11792986,0.11460358,0.20078386,0.0017082451,0.0008051575,0.0032839512,0.021721007,0.010856082,0.0028762377,0.0040460797,0.0052091004,0.0068121105,0.014257756,0.013732931,0.018999012,0.0072069084
0.31006497,0.04079291,0.06667652,0.03306283,0.13912079,0.09210486,0.19010788,0.0022275813,0.0009785896,0.0040602437,0.024771485,0.012883413,0.0034241618,0.004950568,0.006567619,0.0075923437,0.014506402,0.013899401,0.02374855,0.008458894
0.3295785,0.042813085,0.049162555,0.023700733,0.12977874,0.10420214,0.19828819,0.0019717547,0.000916479,0.0034990555,0.024684453,0.012763795,0.0029797123,0.004762486,0.0059358366,0.007061764,0.014567043,0.014465658,0.020908058,0.007959945
0.34134358,0.04406775,0.056178574,0.02416316,0.12100066,0.086580046,0.18869007,0.002743271,0.0012132911,0.0051371967,0.025617387,0.01447312,0.0035953394,0.0061168023,0.00830443,0.00892616,0.016208423,0.0148530705,0.021490695,0.009296971
0.28047645,0.042740416,0.07293752,0.029603302,0.1790962,0.12375309,0.15878808,0.0019054243,0.00094890874,0.0030272626,0.019756151,0.012612354,0.0026271644,0.0037464697,0.0052444953,0.007043216,0.0140866665,0.012844025,0.021492984,0.0072698076
0.36447242,0.026515054,0.05199877,0.009391704,0.14244607,0.114330254,0.14477968,0.002937387,0.0023666658,0.006915814,0.027081538,0.019754684,0.0030404376,0.005901134,0.007225618,0.010815966,0.01655578,0.015675822,0.019191131,0.008604081
0.28272876,0.055973772,0.042669807,0.018117782,0.21083234,0.14234263,0.121235035,0.0027052793,0.0014976154,0.0052026394,0.025183214,0.0162975,0.0026978825,0.0060099056,0.0052625434,0.007019911,0.016592462,0.012419898,0.019172894,0.006038049
0.07865349,0.10559129,0.075072825,0.019491224,0.15979503,0.06453464,0.34700117,0.003044102,0.0018994719,0.0053930655,0.025488235,0.017855745,0.0025401702,0.010400955,0.004232026,0.013477281,0.021161322,0.012941123,0.020006355,0.011420528
0.024186201,0.12259316,0.045178447,0.021617742,0.38394237,0.0682891,0.1639192,0.004215342,0.0053722505,0.0049627395,0.024644423,0.025052518,0.002959498,0.014787543,0.0053549996,0.014645022,0.022190554,0.0128944805,0.022701167,0.010493226
0.040071875,0.068240315,0.072948776,0.030351618,0.18904415,0.12173685,0.3245152,0.0034337041,0.0032044307,0.0062381215,0.021881048,0.014705801,0.0039001175,0.0103362985,0.0047963206,0.01658596,0.027101688,0.011543231,0.017699676,0.011664832
0.070591986,0.043500483,0.049834285,0.021869114,0.16831781,0.15389594,0.33786672,0.0021796764,0.0014887956,0.004075087,0.03336829,0.013755224,0.0031194533,0.0057457997,0.0041849203,0.010953372,0.016447602,0.017894886,0.03120998,0.009700555
0.031177396,0.07333617,0.05507147,0.03834609,0.111532114,0.19685164,0.33804587,0.0042207506,0.003553606,0.0065582227,0.016247807,0.011723367,0.0050828815,0.0118440455,0.004440115,0.021672918,0.036862645,0.010494837,0.011429977,0.01150812
0.038677853,0.104301415,0.12949917,0.012474117,0.30558246,0.08369137,0.19332004,0.0027748842,0.0025404345,0.0038565248,0.018793134,0.019772058,0.0020710418,0.009366293,0.0036185912,0.013479664,0.017389277,0.010362041,0.019146373,0.009283243
0.2437163,0.12179619,0.027723746,0.004103195,0.13824093,0.072338864,0.12808336,0.008282372,0.016411226,0.015052036,0.02106888,0.03966151,0.0034358199,0.028551955,0.01721507,0.021697642,0.045495845,0.019757325,0.01136951,0.015998244
0.019105563,0.079285055,0.06048508,0.044209003,0.18651764,0.10220364,0.24045515,0.0050623636,0.005005294,0.005641798,0.058536254,0.031251095,0.0058051525,0.01572359,0.005834527,0.0177467,0.021849388,0.02783367,0.049372416,0.018076664
0.01176385,0.2845047,0.06855961,0.019341214,0.24564117,0.048369624,0.2350017,0.0022018643,0.0016794096,0.002907075,0.011105573,0.012337294,0.001259634,0.010109693,0.002169866,0.009091425,0.016128806,0.0040765917,0.008139546,0.005611341
0.13974015,0.15494178,0.025881035,0.027166285,0.20761205,0.06957058,0.12261156,0.012908444,0.007375169,0.03726649,0.023501106,0.0334597,0.005694853,0.024923794,0.01068893,0.024798548,0.047095884,0.0074894954,0.008574376,0.0086997645
0.011109781,0.2608367,0.13403049,0.007239056,0.10905176,0.041610293,0.26790845,0.0062573394,0.008586079,0.016133955,0.01165444,0.017305806,0.0017363249,0.023232123,0.0037645625,0.027491232,0.03136261,0.0043714005,0.0055327066,0.010784951
0.0035211078,0.4950973,0.1561141,0.007154974,0.08253999,0.040078495,0.12912847,0.0035468952,0.0035349075,0.005402637,0.0047404286,0.010037793,0.0008710181,0.01178913,0.001626906,0.0131306695,0.020208735,0.0019477357,0.0031395657,0.0063891173
0.00838513,0.34047073,0.09919974,0.009502188,0.11420396,0.053343613,0.1922116,0.008583339,0.008685567,0.02202273,0.01116365,0.018099776,0.0019527643,0.025050448,0.004121889,0.027879352,0.036739334,0.0038155958,0.0050442414,0.009524289
0.040951822,0.015799727,0.018228838,0.00204719,0.04606196,0.023908999,0.06427775,0.0255748,0.023327569,0.58307534,0.022665689,0.016094618,0.003556584,0.025564784,0.012066022,0.03335348,0.031788453,0.0031044576,0.003551378,0.005000488
0.3513387,0.036029607,0.0477237,0.022046681,0.14396103,0.108580224,0.17391056,0.0015387367,0.0006943797,0.0027984127,0.025601754,0.01263244,0.0023891313,0.0036312873,0.004537092,0.0060204403,0.01213471,0.014793093,0.02275675,0.0068812855
0.38552582,0.03677033,0.0570974,0.024410412,0.12321002,0.09182887,0.1691117,0.0022681796,0.0009760888,0.004650351,0.020438537,0.010974733,0.003043422,0.0044889534,0.0069166534,0.007705928,0.015278569,0.010920169,0.017033873,0.0073499554
0.4400771,0.031331144,0.03184276,0.018498069,0.09006026,0.10983971,0.15550591,0.0016092,0.000818984,0.0028604183,0.025419625,0.013510828,0.002678239,0.004211991,0.0049244436,0.0058889496,0.01285528,0.018792422,0.021459151,0.007815613
0.2760542,0.040971424,0.06148972,0.030039586,0.10938525,0.106419004,0.2554317,0.001956685,0.0008330158,0.003611058,0.02396165,0.011111383,0.0032905801,0.0045622764,0.005882356,0.0077582854,0.01466637,0.013452493,0.020612324,0.008510572
0.36489183,0.033767026,0.047083296,0.016093152,0.17209055,0.09800096,0.15620169,0.0016134442,0.0009118617,0.00324635,0.022500101,0.013210838,0.0022645472,0.0041111354,0.0051336293,0.0061285384,0.012394974,0.013601378,0.02043487,0.0063197487
0.19398901,0.04479138,0.072083965,0.015150324,0.18170191,0.15320481,0.23222433,0.0015558052,0.00094806636,0.0027747133,0.019561267,0.012400987,0.0020123674,0.004023581,0.0038613451,0.0076488587,0.0143559985,0.012832005,0.01800953,0.0068697217
0.19231814,0.059624236,0.038466964,0.01780861,0.19430938,0.10273597,0.18973711,0.0040924856,0.0054644486,0.0073163025,0.029783508,0.029179217,0.0040956386,0.013691224,0.0070447824,0.0157852,0.02613794,0.025361478,0.023626674,0.013420715
0.058485787,0.1192984,0.09989367,0.014959474,0.24370278,0.10236781,0.24798194,0.0023220088,0.0016881073,0.003123422,0.016470429,0.014256247,0.0018956356,0.007923273,0.0036179305,0.010385773,0.020315336,0.008844185,0.014324971,0.008142711
0.1381094,0.06478723,0.0826749,0.024979979,0.27991426,0.10999034,0.14640117,0.0033304961,0.00217869,0.0052398015,0.0269832,0.021557063,0.003065392,0.007363981,0.005817835,0.011044991,0.017366678,0.014095115,0.026079515,0.00902
0.047858205,0.0575565,0.05684305,0.028643792,0.21037655,0.12318411,0.33602974,0.0032985606,0.0026611914,0.0056350646,0.01841324,0.012236805,0.0047970116,0.010531909,0.004919141,0.016819807,0.026400955,0.009861395,0.014952484,0.008980587
0.09289818,0.05089961,0.08488725,0.0045768265,0.17885637,0.107139155,0.24684161,0.006608448,0.0137727875,0.013948659,0.018245447,0.02651609,0.003933665,0.020039335,0.010140259,0.039101407,0.0384125,0.014574027,0.012725604,0.015882695
0.06266899,0.074775465,0.06121767,0.029342316,0.25582185,0.119393006,0.15998486,0.004344633,0.0034530892,0.006558505,0.045940436,0.030612625,0.003984043,0.01273524,0.006184753,0.014455854,0.019393036,0.025869418,0.048722528,0.014541709
