Acinar cells,Cancer clone A,Cancer clone B,Ductal - APOL1 high/hypoxic,Ductal - CRISP3 high/centroacinar like,Ductal - MHC Class II,Ductal - terminal ductal like,Endocrine cells,Endothelial cells,Fibroblasts,Macrophages A,Macrophages B,Mast cells,Monocytes,RBCs,T cells & NK cells,Tuft cells,mDCs A,mDCs B,pDCs
0.009828868,0.031975266,0.044631522,0.010595362,0.49859318,0.12921838,0.15110585,0.0026473945,0.005743963,0.0032997166,0.015286581,0.015466004,0.0024053045,0.009741389,0.0028678554,0.017990943,0.01765634,0.008589453,0.015566293,0.0067903344
0.012528658,0.03362614,0.029267102,0.008536315,0.41723102,0.13454238,0.23355667,0.0022648766,0.0040267063,0.0028463295,0.020420484,0.014485233,0.0026283003,0.00980409,0.0031512876,0.01570508,0.016643917,0.012243668,0.019318966,0.007172837
0.012708194,0.043148562,0.049897395,0.029969502,0.34977806,0.15057623,0.20420454,0.0040974803,0.0062040975,0.004637338,0.020262789,0.014985362,0.0046860473,0.011793432,0.005201181,0.019196557,0.024184624,0.012082079,0.021947842,0.0104387365
0.014650142,0.08307825,0.0441869,0.031071939,0.30140054,0.076239526,0.18732433,0.0068990733,0.014881375,0.009861788,0.033080053,0.034629166,0.0056408024,0.025340144,0.00533962,0.030426582,0.031238161,0.01925193,0.028113807,0.01734583
0.013263744,0.027701475,0.042495955,0.007858027,0.28266293,0.17959565,0.2989071,0.0029080187,0.0049695047,0.003972884,0.020401798,0.014635836,0.0034817173,0.012828574,0.0044167135,0.020817837,0.019771079,0.012928133,0.017628998,0.008753998
0.0070154797,0.06798293,0.031779435,0.0046487753,0.12265447,0.11544832,0.5394454,0.002015291,0.0033000251,0.0032982426,0.010444485,0.010244111,0.001791849,0.012310081,0.0019884936,0.018213347,0.025635332,0.0074326512,0.0065443683,0.007806907
0.03684625,0.04948117,0.29837802,0.01456526,0.20781226,0.082984634,0.16895731,0.003836264,0.0033308463,0.0078287795,0.017667985,0.015941445,0.0027053105,0.009090818,0.0059750187,0.016673096,0.016461581,0.008553305,0.021891344,0.011019317
0.013582955,0.3281163,0.02978896,0.016456777,0.14164928,0.096639164,0.15071908,0.0073666098,0.015934503,0.00899054,0.017786406,0.029579656,0.0035269668,0.02844137,0.0035640537,0.02393863,0.04518386,0.012989762,0.011082684,0.014662454
0.05279147,0.0070487824,0.013541594,0.008016018,0.21385409,0.079023495,0.048672095,0.01986731,0.05352634,0.12522283,0.0918939,0.059425674,0.0074744187,0.036126927,0.011753086,0.048342746,0.030549983,0.036082134,0.04136443,0.015422661
0.021066133,0.058818508,0.03555177,0.024583537,0.3293012,0.13787879,0.24431555,0.0030679263,0.0043340023,0.0042858343,0.022340301,0.01622365,0.0032919522,0.012415076,0.003555044,0.016356774,0.023163687,0.011982362,0.018903082,0.008564801
0.030360496,0.08146352,0.07872662,0.010020947,0.41376603,0.06532612,0.16821884,0.004158968,0.0070513873,0.008971697,0.014584909,0.02063378,0.0017660479,0.0154430475,0.0037835347,0.021507854,0.026152462,0.007260891,0.012193612,0.008609312
0.021792348,0.057636447,0.053852692,0.020839766,0.29195797,0.09812536,0.25637838,0.0053216266,0.007985882,0.0103009725,0.022893183,0.022238517,0.00369231,0.021722369,0.0046608206,0.03100794,0.032648206,0.011087724,0.014680464,0.011177034
0.031446233,0.04970829,0.035950582,0.0066978456,0.25427145,0.094105124,0.36896342,0.003159308,0.004168068,0.0062490506,0.021419598,0.018444635,0.0029287394,0.017803883,0.005319654,0.020937767,0.024475934,0.011720099,0.01322484,0.0090053715
0.010208222,0.0621015,0.045305666,0.014963729,0.4505144,0.08613896,0.20640177,0.0030549595,0.0041886484,0.004386929,0.015824446,0.0141514735,0.0022671008,0.0121289985,0.00296997,0.018455286,0.020747857,0.0068985387,0.012699779,0.006591756
0.0052167885,0.05418668,0.030587077,0.014718121,0.33127213,0.10982495,0.33995295,0.0023641796,0.0043128696,0.0030805294,0.011832608,0.010739862,0.0024491611,0.012052931,0.0021086368,0.01972791,0.02272182,0.006641755,0.009800974,0.0064081126
0.004271612,0.036032073,0.032392997,0.03531151,0.5096593,0.14565365,0.13469261,0.002102471,0.004478189,0.001941729,0.012028243,0.010598932,0.0023590028,0.0076230015,0.0016538902,0.01481766,0.017078498,0.007162711,0.014574343,0.005567674
0.0061362,0.037961617,0.020329328,0.019008538,0.3663291,0.17884241,0.18113862,0.0028077888,0.00750566,0.0028275866,0.031010179,0.02308514,0.003261156,0.014583465,0.0024113737,0.018923692,0.020215742,0.021949125,0.030930249,0.010743045
0.006624725,0.03495585,0.023882015,0.01216804,0.38132608,0.17274311,0.22066364,0.0020465003,0.004188759,0.0022280873,0.024292994,0.016858447,0.0028311843,0.013029021,0.002162374,0.015444075,0.017329577,0.015517515,0.023944873,0.0077631082
0.039094392,0.05304506,0.067498654,0.0333501,0.31511,0.13589878,0.1913377,0.0035885589,0.0042252317,0.005762729,0.026011374,0.01890948,0.0033992224,0.009089827,0.0042594653,0.021209303,0.020275127,0.012906445,0.024211766,0.010816807
0.0073957215,0.0438264,0.11418314,0.028087597,0.35677353,0.1659762,0.16979055,0.0024512827,0.003911067,0.0026140343,0.011352579,0.011017242,0.003043191,0.009736462,0.0024581207,0.017350217,0.019512948,0.0070757796,0.01600761,0.007436365
0.02469881,0.03138249,0.035057694,0.011957883,0.44159102,0.17340039,0.17143145,0.0021785188,0.00300398,0.0033029444,0.015354433,0.012693369,0.0024431187,0.0108219655,0.0029081635,0.012655883,0.01861107,0.007819028,0.013574899,0.005112994
0.011123624,0.042526904,0.027837014,0.010292533,0.45509803,0.12574686,0.19686384,0.0029798858,0.0050441455,0.00401803,0.014850276,0.014373029,0.002590697,0.016639976,0.0031988767,0.01586323,0.0251007,0.008011581,0.011820531,0.0060203127
0.007829714,0.017979736,0.032253824,0.011906867,0.3373224,0.2540245,0.23013973,0.0019502308,0.0034613153,0.0021995762,0.0142688025,0.008907354,0.0030084145,0.0073434846,0.0025089914,0.015247056,0.017412983,0.009839582,0.016175266,0.0062200907
0.012196589,0.035398874,0.017105509,0.0057932236,0.36696205,0.20569904,0.20310912,0.003123316,0.006166478,0.0039436845,0.022711214,0.018276213,0.003657371,0.017163374,0.003438562,0.017646607,0.022581114,0.013004321,0.015259087,0.0067642126
0.0120215975,0.05781363,0.052769206,0.011257493,0.27702722,0.0972617,0.36544427,0.002323512,0.0027436195,0.0040200674,0.020820336,0.013341516,0.0023265495,0.010549585,0.002859615,0.015086237,0.018081645,0.009547306,0.016693722,0.008011252
0.043874077,0.03809889,0.064148344,0.019394321,0.2865717,0.15260446,0.23377371,0.0042640055,0.0049430626,0.008288812,0.021728281,0.015856279,0.003780846,0.011810058,0.0059086834,0.019989932,0.026730334,0.010967103,0.017641079,0.009625971
0.04191331,0.04964308,0.06781766,0.013073934,0.29093695,0.18124469,0.21895057,0.003131778,0.004288773,0.00521702,0.016479209,0.015523303,0.0024946078,0.008140792,0.0038798302,0.01791951,0.025540888,0.010193672,0.0146986125,0.008911818
0.034110088,0.06372607,0.100617334,0.021472096,0.06339075,0.061839614,0.15252857,0.0238144,0.023321345,0.15810393,0.04968315,0.037337925,0.0063875923,0.045076538,0.009405912,0.051824886,0.0470521,0.01410076,0.015687395,0.020519521
0.007814197,0.22685008,0.12360737,0.010085307,0.09223942,0.076683946,0.28022894,0.005804604,0.0067233397,0.01364396,0.019798268,0.021467578,0.0022248286,0.02364795,0.0029669658,0.027159827,0.029238058,0.0071108257,0.0095658945,0.013138641
0.14737397,0.04262102,0.084868185,0.013233704,0.16902238,0.1114863,0.16610786,0.0066701425,0.016218007,0.014780322,0.025994867,0.03221872,0.004823402,0.017577399,0.0075186384,0.026560592,0.04162705,0.025286078,0.025426526,0.020584818
0.403033,0.024277493,0.029675258,0.005757014,0.13638397,0.10531091,0.1254897,0.004750803,0.0046343934,0.016166039,0.019433351,0.020484688,0.0036151872,0.0124071995,0.008468029,0.021115549,0.026960758,0.012764317,0.010558541,0.0087138545
0.26733595,0.035290092,0.02845146,0.007769516,0.100984916,0.07527951,0.2839342,0.004494314,0.0033223866,0.016280295,0.031551618,0.024205185,0.0040896544,0.021957014,0.008966371,0.019215256,0.027680947,0.015558577,0.013031644,0.0106011275
0.09277068,0.030296924,0.05238971,0.019938055,0.2800289,0.15162979,0.27246535,0.0015778042,0.0010497594,0.0030766656,0.019094339,0.010179389,0.0023387866,0.0050812024,0.0035845083,0.0089198835,0.014815404,0.008736472,0.016591212,0.005435149
0.011030385,0.07111225,0.03622582,0.0134735145,0.20874608,0.11542831,0.44765332,0.0015094884,0.0018814395,0.0024611484,0.013839354,0.010380906,0.0015551532,0.008974863,0.00193769,0.014493856,0.017505018,0.006521441,0.009017103,0.0062527247
0.00407561,0.050355826,0.04367407,0.004730343,0.20951451,0.09642853,0.5074562,0.0013183396,0.0021941348,0.0020067513,0.008736467,0.007605617,0.0013522302,0.009710862,0.0013381162,0.014671417,0.017189723,0.0051639257,0.0070929746,0.005384404
0.005259438,0.044711217,0.036956802,0.0140318405,0.39450076,0.15333503,0.2500853,0.00212735,0.0039268625,0.002351622,0.009675868,0.008883451,0.0022405484,0.00892287,0.0020295153,0.016036013,0.02229162,0.006300497,0.010411155,0.0059222253
0.0057133567,0.03492438,0.029913127,0.01078852,0.5044814,0.117388695,0.20420004,0.0018571634,0.0032663515,0.0020737704,0.011369552,0.009337645,0.0020416908,0.009305636,0.0022730802,0.012681627,0.015865956,0.006116751,0.011599155,0.00480213
0.019116681,0.036225487,0.014124458,0.006217105,0.28115052,0.22543024,0.21377452,0.003947495,0.010478042,0.006000337,0.026995655,0.024108265,0.0036233978,0.021705933,0.004350962,0.023704167,0.03108301,0.02064118,0.017202089,0.010120499
0.011196696,0.03386527,0.02904047,0.011179047,0.3499194,0.19018945,0.2240596,0.0024999406,0.005158895,0.0035340067,0.024222495,0.017614217,0.003120301,0.012223917,0.0025924589,0.019038215,0.018796086,0.013988344,0.019672355,0.008088842
0.01227952,0.019030197,0.021668257,0.006732101,0.30383393,0.34694746,0.19084762,0.001913296,0.0034360196,0.0036015362,0.0144132655,0.008306918,0.0022924235,0.006597408,0.001995531,0.012902342,0.01951565,0.008032455,0.011247831,0.0044062184
0.01003141,0.118507504,0.04551637,0.018838009,0.42680007,0.07775869,0.18676428,0.001966763,0.0021642235,0.0023401282,0.021234028,0.018395944,0.0014261049,0.0115336515,0.002063752,0.0098993145,0.012751271,0.007956098,0.018069258,0.0059830314
0.01745122,0.056436595,0.014012103,0.012290405,0.28430566,0.2755085,0.1787945,0.0038855437,0.0048310184,0.0059795245,0.021734951,0.01604133,0.0033246782,0.015984485,0.0024197907,0.018201588,0.04074053,0.010534091,0.010817919,0.0067055468
0.022050245,0.031930644,0.070630886,0.016481899,0.4307297,0.11691331,0.18125103,0.0026188924,0.003434289,0.0035301137,0.017258024,0.013464706,0.002778684,0.007015952,0.0042641,0.015132757,0.015648212,0.011389703,0.024893781,0.008583107
0.014052328,0.031207716,0.0336758,0.014126323,0.25286576,0.16962008,0.34120116,0.0027478423,0.004327855,0.0041888524,0.01847378,0.012776613,0.0034922122,0.011945526,0.0036931608,0.020424707,0.023801582,0.012281572,0.01603472,0.009062419
0.036305342,0.058248017,0.07015809,0.011860246,0.1987773,0.14035901,0.3574121,0.0027413825,0.0029671972,0.0048776935,0.01250062,0.011720426,0.0027150754,0.009070582,0.0033261266,0.019123655,0.02965887,0.008480725,0.0107615525,0.008935823
0.14259924,0.07509626,0.06256435,0.04736039,0.21410953,0.1521227,0.1288596,0.005770555,0.0052049006,0.008052549,0.017546328,0.019042,0.004460632,0.009057688,0.006568611,0.019129606,0.037551593,0.014751914,0.01771878,0.012432795
0.13744439,0.04445271,0.07712234,0.025114464,0.22197609,0.104815654,0.1457923,0.008450888,0.0110886535,0.016691133,0.026352456,0.026186174,0.0063569196,0.015514446,0.014196336,0.024671922,0.035924535,0.018602852,0.02273641,0.016509233
0.10686447,0.018980965,0.046325397,0.003266626,0.21616215,0.083360724,0.071658485,0.014289714,0.061367024,0.04842598,0.035500865,0.0597229,0.0051454697,0.02674818,0.013552572,0.05855168,0.038047414,0.036617793,0.03202715,0.023384407
0.052193783,0.015212356,0.018757924,0.0027661757,0.06869927,0.084866084,0.079307444,0.022994267,0.12251955,0.11800931,0.055584185,0.07299675,0.0063716583,0.067190506,0.015442483,0.061232023,0.054792747,0.037862513,0.017746821,0.025454128
0.039894745,0.02740802,0.028688693,0.0036256223,0.06861517,0.04578232,0.086241536,0.029086608,0.124207616,0.19531898,0.028068628,0.044597823,0.007855666,0.069037825,0.01459945,0.08507729,0.061165616,0.013838451,0.0082178265,0.018672088
0.37128887,0.03248027,0.05336766,0.028314345,0.13788632,0.07207858,0.1395736,0.003755983,0.0018864361,0.00942101,0.033945274,0.017453045,0.003994719,0.006846442,0.00920928,0.010167647,0.016787771,0.015459249,0.026273366,0.009810063
0.47894344,0.0068216114,0.011158151,0.00877226,0.15668002,0.068956755,0.04440302,0.004052484,0.0029763752,0.020189373,0.067238174,0.027835697,0.0033287012,0.0055201435,0.0077770585,0.008454647,0.010895147,0.022557411,0.0374375,0.006001948
0.4026181,0.031791948,0.045345128,0.027547639,0.11673045,0.08741862,0.15455486,0.0027076423,0.0013973616,0.0061065047,0.026015326,0.013304873,0.0035439248,0.005381907,0.0075330697,0.008370625,0.016123272,0.014197231,0.020835333,0.008476072
0.33729967,0.041457478,0.06075151,0.030372325,0.14780536,0.088319436,0.16824311,0.0023419657,0.0011068753,0.004277628,0.023236971,0.013306813,0.003227705,0.0047690836,0.0066950214,0.007914795,0.015124286,0.013548222,0.021846978,0.008354735
0.4632358,0.030596897,0.036549926,0.018783936,0.098743886,0.09488675,0.15834641,0.0015506579,0.0005872735,0.0030436988,0.020701844,0.01009935,0.0025611625,0.0034372136,0.0051260022,0.005379225,0.011850937,0.01201678,0.01657967,0.005922644
0.009417433,0.035110552,0.047165234,0.019193716,0.3012612,0.14661716,0.33065623,0.0019142006,0.0028293612,0.0025362328,0.015290392,0.009861746,0.0025830683,0.007796714,0.0025736704,0.014808607,0.01743515,0.009093352,0.016585622,0.0072703175
0.0136331115,0.036514945,0.019027943,0.008424762,0.41040865,0.15336964,0.2095836,0.0033609082,0.0049800323,0.004392443,0.022766853,0.016119894,0.0035601568,0.013129707,0.0038680364,0.017376246,0.022109589,0.012447007,0.018063376,0.006863213
0.015366318,0.05558621,0.04123593,0.019526446,0.35600317,0.09691033,0.28145853,0.002949932,0.0042466703,0.0042801877,0.016560635,0.013567699,0.0027943354,0.011243703,0.0037211287,0.017009716,0.025539564,0.008994429,0.01461802,0.008386998
0.010395579,0.0326621,0.018879995,0.00681531,0.4090678,0.1958839,0.18811458,0.0027174477,0.005234714,0.0035385613,0.020539984,0.015692327,0.0033605576,0.011258912,0.0028618195,0.01626613,0.020359399,0.012120969,0.017776882,0.006453073
0.0064650937,0.20439096,0.07532913,0.012111971,0.23926604,0.09749505,0.21033256,0.0048982045,0.007638529,0.0081580905,0.011511536,0.017754335,0.0019196454,0.018793013,0.0023477494,0.027616194,0.032132506,0.0053374376,0.0074685942,0.009033336
0.16790116,0.027642172,0.037298255,0.0105877435,0.13077253,0.106599525,0.22609043,0.007377923,0.01313929,0.028171219,0.038363982,0.033151954,0.004603065,0.02167171,0.0093541015,0.035369642,0.03634416,0.026389666,0.021758726,0.017412804
0.041589696,0.029069714,0.07238736,0.020883596,0.26002795,0.23461762,0.21345752,0.0018064962,0.0016465936,0.0025113516,0.025086716,0.013687776,0.0026478202,0.005196011,0.0037974603,0.01082822,0.013794256,0.013843763,0.02519963,0.007920411
0.018331248,0.0874172,0.07094629,0.03689619,0.14171232,0.13239317,0.3295872,0.0039259354,0.003586498,0.0049810526,0.0325718,0.02014678,0.004869376,0.013765235,0.0046947994,0.021646712,0.021078518,0.015137324,0.022432016,0.013880354
0.048091244,0.09353561,0.14861248,0.025802553,0.1808738,0.16505012,0.13795266,0.005868456,0.0061816424,0.006784471,0.017653612,0.024228968,0.004337538,0.013338838,0.005855729,0.04053747,0.02797326,0.013081297,0.017788243,0.016451972
0.010781112,0.10355626,0.045529433,0.05965091,0.29305208,0.13087538,0.1919768,0.004382671,0.0048238514,0.0047251773,0.02448839,0.018784562,0.0039701383,0.012262835,0.003497057,0.018057816,0.02470729,0.012025236,0.022827625,0.01002541
0.033327416,0.30966544,0.036766633,0.008097416,0.16319275,0.06326653,0.17439489,0.0060600066,0.0063698487,0.008079917,0.028215144,0.03615446,0.0026661702,0.02702546,0.0062192474,0.016759764,0.027616214,0.015793083,0.016568303,0.013761262
0.0183608,0.21403077,0.06837083,0.008622611,0.14088702,0.047899045,0.2592466,0.008604774,0.016619343,0.019389516,0.01867003,0.028376147,0.0032212264,0.032071773,0.0063117407,0.035091065,0.039719295,0.009593542,0.009578268,0.015335584
0.004542014,0.2239054,0.1093979,0.044072244,0.11552764,0.07643547,0.2800626,0.005327071,0.005623895,0.0075218603,0.011746361,0.01274166,0.0032812308,0.01676391,0.0030881865,0.024294905,0.029837366,0.0054613277,0.008680193,0.0116888
0.036859058,0.051769786,0.057042055,0.010261887,0.27684256,0.11322721,0.1428127,0.008091746,0.022404004,0.01409229,0.03143021,0.047139082,0.004497476,0.03656748,0.00790064,0.039582398,0.035496242,0.023117216,0.021748165,0.019117773
0.022257335,0.1331904,0.055981107,0.0039380793,0.15044364,0.074706815,0.21363251,0.010774708,0.04346533,0.02301204,0.011817884,0.032916784,0.005520836,0.05618935,0.007020652,0.06221045,0.061400093,0.009577487,0.005923417,0.016021078
0.09119771,0.013636131,0.007119305,0.0025652477,0.053620413,0.01782399,0.03431608,0.0339712,0.06805046,0.3217778,0.06804939,0.06398718,0.007527619,0.073807135,0.017931126,0.046327528,0.0346707,0.019263916,0.011522717,0.012834312
0.36109316,0.034010634,0.050982535,0.030850224,0.13069607,0.0878988,0.15662853,0.0026682683,0.0012604013,0.005595195,0.031279456,0.015300903,0.0035764833,0.005292042,0.007251648,0.008409968,0.014862586,0.016544234,0.026602466,0.009196372
0.41124788,0.028955355,0.039319165,0.021688882,0.14778437,0.10067469,0.12593912,0.0017742929,0.00092080986,0.0037702627,0.027287541,0.014473948,0.0023403433,0.0037757827,0.004581335,0.0062743584,0.012323792,0.015723368,0.024281899,0.0068627875
0.3952506,0.038579397,0.054970104,0.02759385,0.12871501,0.08182622,0.15020593,0.0023823373,0.0010568378,0.0046548857,0.023059968,0.012868853,0.0032730664,0.0047474396,0.0065759607,0.0076221707,0.014965281,0.013031472,0.020592345,0.008028266
0.46105453,0.030976184,0.046240263,0.022191245,0.10938465,0.08812685,0.14178315,0.0016217491,0.00064495986,0.0030060674,0.019500477,0.010188906,0.002577051,0.003290831,0.0053551574,0.0055050803,0.011831711,0.012134306,0.018208979,0.006377776
0.12972051,0.044390704,0.06125441,0.03217907,0.29277185,0.09631992,0.15820938,0.0043854504,0.003815898,0.008329932,0.03154231,0.021363478,0.0045527425,0.01041246,0.0076461714,0.015299039,0.021896817,0.01601392,0.028725555,0.011170367
0.06365541,0.038096182,0.04461445,0.020001512,0.36633563,0.13272811,0.1607163,0.0039371755,0.004499422,0.007444104,0.029028129,0.020238075,0.0036927573,0.009918071,0.005548142,0.015758678,0.022524636,0.015259472,0.026423434,0.009580268
0.01801233,0.10325217,0.036752764,0.01170468,0.39536107,0.097364634,0.17739727,0.00420651,0.006692349,0.0061285747,0.014971642,0.021597337,0.002338089,0.020266423,0.003371658,0.018875917,0.034717917,0.008437979,0.010533413,0.008017279
0.03581554,0.054684985,0.037682526,0.020170763,0.17984633,0.19752763,0.3458234,0.0017108188,0.001199785,0.0023645104,0.02829974,0.012279844,0.0026810819,0.0060440837,0.0030689281,0.009098252,0.015384285,0.014741603,0.023716243,0.0078596305
0.009333881,0.052323423,0.018190108,0.010464612,0.2476353,0.14556687,0.34871912,0.00275809,0.005027266,0.003827783,0.028491497,0.017726133,0.0036799987,0.01654984,0.0024057224,0.02043892,0.024321115,0.015123474,0.01843563,0.0089812195
0.022534955,0.05892698,0.042834215,0.012617742,0.3555112,0.12770449,0.22103822,0.004008664,0.0059057125,0.0068688532,0.0204891,0.018018577,0.003379255,0.015588457,0.004431646,0.018304458,0.025667517,0.010984031,0.016345477,0.008840423
0.07363981,0.025559068,0.046360638,0.0067691114,0.2647639,0.114022315,0.17330027,0.010558783,0.01600268,0.047130037,0.035035968,0.028364243,0.0043421728,0.020529509,0.009129172,0.041347466,0.038280006,0.014407619,0.018392792,0.012064438
0.11450062,0.029323082,0.05439903,0.0150187295,0.20685169,0.14455014,0.3049995,0.0019672245,0.0011798632,0.0048426962,0.028482445,0.013505233,0.0025720398,0.0050114333,0.004148998,0.013869485,0.013563609,0.012639366,0.021508418,0.007066371
0.30635896,0.031622086,0.039229874,0.01604251,0.10358525,0.14709365,0.23098667,0.0016574429,0.00076937024,0.0032441192,0.027609928,0.012852139,0.0028496434,0.004398705,0.005018046,0.007139699,0.013163398,0.01752119,0.02137082,0.007486476
0.080923356,0.083976425,0.033285715,0.01149719,0.2693922,0.14018914,0.27186677,0.0011084739,0.00091390905,0.0014861269,0.021946382,0.016444195,0.0013221037,0.0055655884,0.00216517,0.006079842,0.013166285,0.014471651,0.018325482,0.0058739767
0.021783087,0.08110949,0.07325006,0.039953966,0.19082285,0.24492598,0.18889521,0.0057094414,0.004576495,0.009655469,0.019290855,0.013892042,0.0046124742,0.011427625,0.0037575213,0.02029966,0.035919886,0.007827569,0.01295844,0.009331883
0.0043085003,0.2719557,0.08649976,0.018522488,0.12292267,0.08186834,0.27615663,0.004302891,0.0056757373,0.00603168,0.009789843,0.0144326035,0.0020566417,0.019570442,0.0022271047,0.024015589,0.029502068,0.0046659773,0.005932244,0.009563082
0.0017552532,0.39664206,0.16744874,0.027446106,0.08139085,0.051509656,0.19241488,0.0028919424,0.0029162185,0.003501699,0.005247167,0.00814849,0.0011907354,0.009746707,0.0013083078,0.0137897795,0.019567017,0.0021317462,0.0039908616,0.0069618095
0.007984906,0.25045344,0.1172013,0.018548112,0.12001952,0.09989746,0.25705215,0.0035802699,0.003706081,0.0046850033,0.0131402165,0.01577572,0.002156007,0.014307043,0.002474936,0.016163625,0.024971904,0.0067854603,0.010323837,0.010772955
0.003436028,0.45827058,0.11977713,0.016578326,0.07934909,0.040193886,0.17947887,0.004055282,0.0037816677,0.0064804438,0.007062842,0.011393261,0.0012766448,0.015771434,0.0019816896,0.014282629,0.022363836,0.002676567,0.0042473576,0.0075424905
0.035586752,0.22285356,0.118542254,0.01212906,0.15686908,0.045692947,0.23277049,0.0059193075,0.0054225232,0.011927489,0.01896004,0.02383207,0.0025510865,0.017774552,0.0056093284,0.025174394,0.025109129,0.008415079,0.012183815,0.012677061
0.023213498,0.12846358,0.06632979,0.006723368,0.14424545,0.08450017,0.29617754,0.0100881215,0.0077762785,0.057327244,0.033182207,0.021347333,0.0029455922,0.025014538,0.006680335,0.024317779,0.034457568,0.0069693197,0.011227681,0.009012601
0.034940902,0.0783548,0.24696477,0.041237686,0.21808042,0.054005302,0.06254098,0.010200755,0.016366167,0.017892173,0.035334546,0.032729212,0.0039730743,0.011576857,0.0071094926,0.023789315,0.022482565,0.014646418,0.04837455,0.019400021
0.32245776,0.035005517,0.04891109,0.025278773,0.1538422,0.105055965,0.15976667,0.0022992461,0.0012274907,0.0046566706,0.03269222,0.017023187,0.0031683876,0.00533486,0.0058821137,0.008175039,0.014258118,0.017878184,0.028263377,0.008823106
0.32214737,0.04442041,0.04988425,0.025225049,0.17041637,0.08918362,0.15872227,0.0021961387,0.0012882925,0.0040587927,0.02788189,0.017230045,0.0027042083,0.0053763143,0.0054762643,0.007857627,0.015032601,0.0168313,0.02526405,0.0088031255
0.13801502,0.028041381,0.031217283,0.015068384,0.40319705,0.14917433,0.09617198,0.0023932038,0.0025870302,0.003879542,0.024808008,0.018285844,0.0025595422,0.0060526407,0.004037209,0.009415181,0.01786354,0.015351431,0.025272487,0.006608856
0.095105276,0.035565812,0.032496337,0.012605114,0.47153604,0.11929291,0.10093891,0.0025528544,0.0034576503,0.0041881143,0.020078855,0.018797737,0.002218832,0.007360317,0.0038664434,0.011311837,0.01910797,0.01273749,0.020111775,0.0066696918
0.30558082,0.038969655,0.059072286,0.031265102,0.15360056,0.10056495,0.17611395,0.0023400974,0.0011506511,0.004215165,0.026279699,0.01382122,0.0033660452,0.0048040007,0.0065261344,0.008143777,0.0150236385,0.015155835,0.02519626,0.008810238
0.2661394,0.03505539,0.057112582,0.02454524,0.16292867,0.1209154,0.20902756,0.0018313082,0.00097387476,0.003264079,0.025061464,0.012889432,0.0028535845,0.0042331484,0.005417794,0.0077738464,0.013832784,0.014885801,0.023341583,0.007917026
0.02701159,0.066240355,0.07635667,0.009709983,0.25023133,0.099646196,0.3306765,0.0023398234,0.003963989,0.0047085076,0.01910244,0.01782383,0.0018174715,0.010750872,0.0031556033,0.014085541,0.019824263,0.012767527,0.019651145,0.010136438
